ID,Village,Pop,Source,State,Locality,X,Y,Remarks
10371,Dokaa,,CBS,Gedarif,Al Gurisha,35.850601,13.6024,
10372,Ahamad Osman Doka,,CBS,Gedarif,Al Gurisha,35.875301,13.5871,
10373,Abdalgader Doka,,CBS,Gedarif,Al Gurisha,35.8857,13.5961,
10374,Mhmdin Elgrisha,,CBS,Gedarif,Al Gurisha,35.911098,13.5581,
10375,Abraim Osman Doka,,CBS,Gedarif,Al Gurisha,35.888901,13.5389,
10376,Abas Doka,,CBS,Gedarif,Al Gurisha,35.879101,13.5506,
10377,Ahamed Alnor Eladorawy,,CBS,Gedarif,Al Gurisha,35.927601,13.5401,
10378,Babkr Hasn Elatbray,,CBS,Gedarif,Al Gurisha,35.924599,13.5256,
10379,Awad Ali Elatbrawy,,CBS,Gedarif,Al Gurisha,35.940399,13.5238,
10380,Arida Janoob,,CBS,Gedarif,Al Gurisha,36.094898,13.7409,
10381,Arida Shamal,,CBS,Gedarif,Al Gurisha,36.095901,13.7496,
10382,Mudardama,,CBS,Gedarif,Al Gurisha,36.118198,13.7216,
10383,Wdarod,,CBS,Gedarif,Al Fashaga,36.273102,13.667,
10384,Gzertaldabi,,CBS,Gedarif,Al Gurisha,36.249199,13.6847,
10385,Um Gazaz,,CBS,Gedarif,Al Gurisha,36.228901,13.7162,
10386,Beida,,,,,23.70000023,11.48319291,Darfur
10387,Dambar,,"HIC, Intersos",,,23.61093823,11.39196116,Darfur
10388,Dulukiri,,,,,23.6168556,11.38318816,Darfur
10389,Kosua,,,,,23.45206848,11.40372891,Darfur
10390,Lujugo,,,,,22.81683085,11.43314878,Darfur
10391,Milmeidi,,UNHCR/Intersos,,,22.96684136,11.44997916,Darfur
10392,Sali,,UNHCR/Intersos,,,23.33314623,11.36680753,Darfur
10393,Elnassem,,UNHCR/Intersos,,,23.03989723,11.41127778,Darfur
10394,Salayle,,Intersos/UNHCR,,,23.03401048,11.40705891,Darfur
10395,Gatarain,,UNHCR/Intersos,,,22.98930285,11.29020004,Darfur
10396,Saraf,,UNHCR/Intersos,,,22.99144598,11.20562504,Darfur
10397,Wast Al-Kheyr,,UNHCR,,,23.60914998,11.40185003,Darfur
10398,Hagar Sultan Small,,Intersos/UNHCR,,,22.99899998,11.06300003,Darfur
10399,Hagar Sultan Big,,Intersos/UNHCR,,,23.00699998,11.08300003,Darfur
10400,Sala Kari,,UNHCR/Intersos,,,23.58999998,11.38400003,Darfur
10401,Dabkaria,,UNHCR/Intersos,,,23.36299998,11.29900003,Darfur
10402,Sure Fur,,UNHCR/Intersos,,,23.11399998,11.34000003,Darfur
10403,Ardiba,,UNHCR/Intersos,,,22.96399998,11.08800004,Darfur
10404,Ardiba,,UNHCR/Intersos,,,23.36399998,11.34600003,Darfur
10405,Dending,,UNHCR/Intersos,,,23.34299998,11.32400003,Darfur
10406,Sowarwaga,,UNHCR/Intersos,,,23.33599998,11.36300004,Darfur
10407,Tandosa,,UNHCR/Intersos,,,23.33899998,11.30900003,Darfur
10408,Hashaba,,UNHCR/Intersos,,,23.35399998,11.36700003,Darfur
10409,Reweena,,UNHCR/Intersos,,,23.43899998,11.21900004,Darfur
10410,Gawakhin,,UNHCR/Intersos,,,23.12799998,11.23900003,Darfur
10411,Shelikhaya,,UNHCR/Intersos,,,23.45799998,11.18900004,Darfur
10412,Demosoya,,UNHCR/Intersos,,,23.42599998,11.22500003,Darfur
10413,Bangadeed,,UNHCR/Intersos,,,23.43499998,11.25100003,Darfur
10414,Alban Jedit,,UNHCR/Intersos,,,23.00899998,11.36900003,Darfur
10415,Shaikh Fadil,,UNHCR/Intersos,,,23.11099998,11.09800003,Darfur
10416,Muraya,,UNHCR/Intersos,,,23.19799998,11.37400003,Darfur
10417,Um-Furut Hi Nile,,UNHCR/Intersos,,,23.04499998,11.11800004,Darfur
10418,Magula,,UNHCR/Intersos,,,23.14699998,11.40400003,Darfur
10419,Hijer Alebeit,,UNHCR/Intersos,,,23.02499998,11.35200003,Darfur
10420,Um Al Bodu,,UNHCR/Intersos,,,23.00999998,11.18200003,Darfur
10421,Sure,,UNHCR/Intersos,,,23.10499998,11.33800003,Darfur
10422,Amdujo Hijirat,,UNHCR/Intersos,,,22.99399998,11.15900004,Darfur
10423,Um-Dukhun,,UNHCR/Intersos,,,22.96599998,11.13900003,Darfur
10424,Um-Furut Hi Nasim,,UNHCR/Intersos,,,23.04499998,11.10100004,Darfur
10425,Tiratira,,UNHCR/Intersos,,,23.15799998,11.40600004,Darfur
10426,Sufalawin,,UNHCR/Intersos,,,23.15399998,11.36100003,Darfur
10427,Abugoya,,UNHCR/Intersos,,,23.17299998,11.35200003,Darfur
10428,Muradaf,,UNHCR/Intersos,,,22.95399998,11.32200004,Darfur
10429,Jartaka,,UNHCR/Intersos,,,22.99199998,11.46400004,Darfur
10430,Motur,,UNHCR/Intersos,,,22.99099998,11.37400003,Darfur
10431,Hela Hroon,,UNHCR/Intersos,,,23.14999998,11.41200003,Darfur
10432,Dombda,,Intersos/UNHCR,,,22.98399998,11.39900003,Darfur
10433,Tembaly,,Intersos/UNHCR,,,23.37799998,11.33800003,Darfur
10434,Gantor Small,,UNHCR/Intersos,,,22.92242873,11.00875853,Darfur
10435,Shangel Tobaya,,UNHCR/Intersos,,,23.43699998,11.27400003,Darfur
10436,Reade,,UNHCR/Intersos,,,23.38499998,11.33200003,Darfur
10437,Magan,,UNHCR/Intersos,,,23.38499998,11.33000003,Darfur
10438,Farkang,,UNHCR/Intersos,,,23.48599998,11.17400004,Darfur
10439,Domaya,,Intersos/UNHCR,,,23.28599998,11.32800003,Darfur
10440,Khamsa Killos,,UNHCR/Intersos,,,23.00299998,11.16200004,Darfur
10441,Goad Gasi,,UNHCR/Intersos,,,23.40099998,11.34300003,Darfur
10442,Geneina,,UNHCR/Intersos,,,22.94699998,11.07600003,Darfur
10443,Agiana,,UNHCR/Intersos,,,22.95899998,11.09900003,Darfur
10444,Tiaba,,UNHCR/Intersos,,,22.95499998,11.09800003,Darfur
10445,Kamgar,,UNHCR/Intersos,,,22.92799998,11.06800003,Darfur
10446,Daba,,UNHCR/Intersos,,,23.35899998,11.34900004,Darfur
10447,Umdijo Daba,,UNHCR/Intersos,,,22.98199998,11.18700003,Darfur
10448,Terow,,UNHCR/Intersos,,,23.21399998,11.00300003,Darfur
10449,Beertaba,,UNHCR/Intersos,,,23.10946286,11.23038741,Darfur
10450,Gantor Big,,Intersos/UNHCR,,,22.92299998,11.00400003,Darfur
10451,Sersira,,Intersos/UNHCR,,,23.60899998,11.36700003,Darfur
10452,Dol Al Saf,,UNHCR/Intersos,,,23.60799998,11.35000004,Darfur
10453,Fata Shy,,,,,23.69999998,11.44100003,Darfur
10454,Taba,,UNHCR/Intersos,,,23.60099998,11.31000003,Darfur
10455,Loma,,UNHCR/Intersos,,,23.53899998,11.37400003,Darfur
10456,Um-Dago Daba,,UNHCR/Intersos,,,23.03699998,11.19100004,Darfur
10457,Gos Saraf,,Intersos/UNHCR,,,23.60399998,11.28500003,Darfur
10458,Marary,,UNHCR/Intersos,,,23.04999998,11.06400003,Darfur
10459,Kaira,,AU,,,23.01319435,11.40838891,Darfur
10460,Barando,,Intersos/UNHCR,,,23.36769998,11.32676003,Darfur
10461,Beeda Hijir,,Intersos/UNHCR,,,23.71204998,11.46094003,Darfur
10462,Daba Jamoos,,Intersos/UNHCR,,,23.33398998,11.20129003,Darfur
10463,Dar El Salam,,Intersos/UNHCR,,,23.07145998,11.04343003,Darfur
10464,Engato,,Intersos/UNHCR,,,23.60660998,11.33905004,Darfur
10465,Faragna,,Intersos/UNHCR,,,23.41332998,11.26899003,Darfur
10466,Gantor Big,,Intersos/UNHCR,,,22.91931998,11.00197704,Darfur
10467,Gos Dinding,,Intersos/UNHCR,,,23.34821998,11.32803004,Darfur
10468,Kusoli,,Intersos/UNHCR,,,23.42289998,11.31095003,Darfur
10469,Murraya Shamal,,Intersos/UNHCR,,,22.95356498,11.00070503,Darfur
10470,Umdujo Hijirat,,Intersos/UNHCR,,,22.99391698,11.15940003,Darfur
10471,Baraealla,,Intersos/UNHCR,,,23.09314998,11.22931003,Darfur
10472,Umm Dukhan,,,,,22.96352398,11.13926503,Darfur
10473,Saboun,,UNHCR/Intersos,,,23.09210198,10.95999378,Darfur
10474,Al Karanik,,UNHCR/Intersos,,,22.90699998,10.90200003,Darfur
10475,Donga,,UNHCR/Intersos,,,23.07420098,10.95320378,Darfur
10476,Abugaradil,,UNHCR/Intersos,,,22.90499998,10.93400003,Darfur
10477,Al Garaia,,UNHCR/Intersos,,,22.91999998,10.97200004,Darfur
10478,Al Zawia,,UNHCR/Intersos,,,22.92599998,10.88900003,Darfur
10479,Gerlia,,UNHCR/Intersos,,,22.97399998,10.87500003,Darfur
10480,Taham,,UNHCR/Intersos,,,23.09099998,10.91200004,Darfur
10481,Hilat Konorita,,UNHCR/Intersos,,,22.92759836,10.86061266,Darfur
10482,Hilat Geisa,,UNHCR/Intersos,,,22.93438836,10.84641528,Darfur
10483,Hilat Sheik Ablrahaman,,UNHCR/Intersos,,,22.95290661,10.86616816,Darfur
10484,El Toror,,Intersos/UNHCR,,,22.99799998,10.93800003,Darfur
10485,Um-Sory,,UNHCR/Intersos,,,22.99699998,10.95400003,Darfur
10486,Taham Kajakssa,,Intersos/UNHCR,,,23.07494998,10.92123003,Darfur
10487,Timassi,,,,,22.75212511,11.49964391,Darfur
10488,Um Sekka,,,,,23.99999348,11.41687128,Darfur
10489,Saysaban,,,,,23.85000135,11.38319754,Darfur
10490,Ajaja,,,,,23.84485136,11.35912028,Darfur
10491,Barango,,,,,23.92256873,11.32114653,Darfur
10492,Bireirid,,,,,23.86165686,11.48357853,Darfur
10493,El Beida,,,,,23.84704335,11.41294666,Darfur
10494,Kabasa,,,,,23.85824711,11.44533991,Darfur
10495,Khirzam,,,,,23.92155086,11.44684679,Darfur
10496,Kirriang,,,,,23.89429373,11.32283016,Darfur
10497,Kuma,,,,,23.82682811,11.49380791,Darfur
10498,Rumeila,,,,,23.86823286,11.41513866,Darfur
10499,Umm Shoka,,,,,23.75863185,11.47870728,Darfur
10500,Gemira,,,,,24.26682686,11.31685991,Darfur
10501,Gettin,,,,,24.01685061,11.43322628,Darfur
10502,Shuweib,,,,,24.13368335,11.43363329,Darfur
10503,Aradeiba Anja,,,,,24.26683798,11.23320166,Darfur
10504,Buram,,,,,24.33313498,11.01686203,Darfur
10505,Gueighrin,,,,,24.1876221,11.15685016,Darfur
10506,Haraza,,,,,24.18311311,11.30005466,Darfur
10507,Kileitita,,,,,24.24999436,11.20000829,Darfur
10508,Kum Kalak,,,,,24.33311648,11.16686903,Darfur
10509,Lubana,,,,,24.25001036,11.06686053,Darfur
10510,Tobreik,,,,,24.31684698,11.00000216,Darfur
10511,Anada,,,,,24.23332473,11.09354753,Darfur
10512,Dikerbis,,,,,24.26033335,11.02123378,Darfur
10513,Gharra,,,,,24.35007211,11.15540629,Darfur
10514,Gurun Arus,,,,,24.33656785,11.12142753,Darfur
10515,Hashaba,,,,,24.28995586,11.17718753,Darfur
10516,Shartein,,,,,24.28638086,11.19609066,Darfur
10517,Timsah,,,,,24.3723786,11.09717103,Darfur
10518,Muwila,,NGOs,,,24.27386111,11.26900003,Darfur
10519,Guwei,,,,,24.35000661,11.38311966,Darfur
10520,Idd al Ghanam,,,,,24.35001636,11.48319603,Darfur
10521,Um Meshettir,,,,,24.32266061,11.40873253,Darfur
10522,Arada,,,,,24.31579711,11.38574828,Darfur
10523,Bila Furash,,,,,24.36532536,11.47045916,Darfur
10524,Chibukchibuk,,,,,24.38019986,11.44717728,Darfur
10525,Dengajura,,,,,24.34948073,11.46124341,Darfur
10526,Umm Ruwaba,,,,,24.30031486,11.41052003,Darfur
10527,Buba,,NGOs,,,24.33171673,11.41863329,Darfur
10528,Jugma,,NGOs,,,24.37546673,11.37413329,Darfur
10529,Biteikha,,,,,24.33533198,11.31006203,Darfur
10530,Daradir,,,,,24.33669798,11.23761803,Darfur
10531,Buba,,,,,24.34216598,11.43991303,Darfur
10532,Daganurah,,,,,24.37770398,11.46725103,Darfur
10533,Jugma,,,,,24.31892898,11.35516803,Darfur
10534,At Tabah,,,,,24.28316273,10.98317691,Darfur
10535,Al Kelba,,,,,24.2000116,10.95001716,Darfur
10536,Karkang,,,,,24.23319586,10.98319504,Darfur
10537,Antikina,,OCHA,,,24.22360998,10.91317003,Darfur
10538,Khorshaman,,OCHA,,,24.34505998,10.95156003,Darfur
10539,Um Marahik,,,,,26.95000449,11.01685641,Darfur
10540,Khorubaya,,,,,26.93316336,10.93323328,Darfur
10541,Um Mireifina,,,,,26.95000748,10.98320316,Darfur
10542,Khaiyoba,,,,,27.00000048,10.76684691,Darfur
10543,As Sumayh,,,,,27.65228786,9.819580782,Darfur
10544,Ahmad `Abd Al,,,,,26.96684673,11.61683666,Darfur
10545,As Saqr,,,,,26.94504873,11.58053579,Darfur
10546,Shaqq Hamad,,,,,26.93318336,11.58313328,Darfur
10547,Al Mazroub,,Merlin,,,26.97643336,11.57886666,Darfur
10548,Habib,,WFP,,,26.98549998,11.73705566,Darfur
10549,Hatan,,GAA,,,26.96865236,15.16865666,Darfur
10550,Targambot,,COOPI,,,26.98333336,15.67222217,Darfur
10551,Hatan,,WFP field,,,26.96865236,15.16865654,Darfur
10552,Hdadyat,,COOPI,,,26.94214936,14.76289903,Darfur
10553,Um Qawzayn,,,,,27.21682673,14.28319328,Darfur
10554,Al Higair Ali,,FAO Guess,,,27.11605174,14.28777578,Darfur
10555,Burush,,Assessment,,,26.93591086,13.53578916,Darfur
10556,Dardaqa,,,,,26.93316124,13.15000629,Darfur
10557,Shallakha,,,,,26.96688236,13.61684866,Darfur
10558,Um Habila,,,,,26.93757624,13.18635928,Darfur
10559,Abu Odam,,Adam - OCH,,,27.38316974,13.55000379,Darfur
10560,Jebel Hilla,,Adam - OCH,,,27.09846936,13.44542553,Darfur
10561,Farshah,,,,,27.03319023,13.38318679,Darfur
10562,Magun,,,,,27.06684661,13.34999978,Darfur
10563,Satiha,,Adam - OCH,,,27.08317086,13.11689966,Darfur
10564,Shaqq an Nimr,,,,,27.28321536,13.33320441,Darfur
10565,Sheiga,,,,,27.05024748,13.63566516,Darfur
10566,Um Gafala,,Adam - OCH,,,27.25000049,13.36686741,Darfur
10567,Um Kerein,,,,,27.11685174,13.18320228,Darfur
10568,Um Shanqah,,Adam - OCH,,,27.23775536,13.23752829,Darfur
10569,Yafila,,,,,27.01685574,13.65002666,Darfur
10570,Lugdi,,Assessment,,,27.15823674,13.47454666,Darfur
10571,Um Freha,,VPI,,,27.11212998,13.61753004,Darfur
10572,El Naim,,"AMIS, Northern D",,,27.33881073,13.79254179,Darfur
10573,Ghubeisha,,,,,26.94997573,12.03316366,Darfur
10574,Zirug,,,,,26.98319386,12.08318228,Darfur
10575,Umm Riddim,,OCHA,,,26.99673336,12.02933328,Darfur
10576,Shag Zarroog,,Assessment,,,26.95398336,12.09366666,Darfur
10577,Abu Gileiha,,,,,26.93318411,12.14999629,Darfur
10578,Daqqaq,,,,,26.96685099,12.93320916,Darfur
10579,Um Qantura,,Adam - OCH,,,26.91666673,12.86642666,Darfur
10580,Shaq El Gamous,,OCHA,,,27.02027786,12.11638891,Darfur
10581,Ogr,,,,,27.08021386,12.01510003,Darfur
10582,Tawm Bisharah,,Adam - OCH,,,27.03320373,12.48317366,Darfur
10583,Salah ad Din,,,,,26.91681461,11.83314178,Darfur
10584,Shaqq `Umar,,,,,26.96685786,11.88319903,Darfur
10585,Wad Balila,,,,,26.91681673,11.86680666,Darfur
10586,Hilta Ali,,Assessment,,,26.96976111,11.89151116,Darfur
10587,Shaq El Leyoun,,OCHA,,,26.96333336,11.82305553,Darfur
10588,Umm Gola,,OCHA,,,26.92958336,11.90238891,Darfur
10589,Umm Uruf,,OCHA,,,26.92880548,11.95469441,Darfur
10590,Washataura,,OCHA,,,26.97977223,11.98313329,Darfur
10591,Hilta Ali,,OCHA,,,26.96975998,11.89151003,Darfur
10592,Al Alim,,,,,27.08317423,11.86684866,Darfur
10593,Zarqa Hadida,,,,,27.15050073,11.83242004,Darfur
10594,El Lait,,,,,27.04405561,11.95763328,Darfur
10595,Umm Raqubah,,WFP,,,27.10171111,11.98363329,Darfur
10596,Shaqq al Bash,,,,,27.06689811,11.81685716,Darfur
10597,Shaqq al Jadi,,,,,27.19999361,11.76686491,Darfur
10598,Birka Khadra,,,,,23.90000773,10.03318928,Darfur
10599,Kimmemnia,,OCHA,,,24.30727998,10.50164003,Darfur
10600,Mogabi,,OCHA,,,24.36002999,10.67167004,Darfur
10601,Ta'alba,,WFP,,,26.91613886,11.69027779,Darfur
10602,Adilla,,Merlin,,,26.99383998,11.33207004,Darfur
10603,Adilla Dinka camp,,,,,26.99117498,11.34999716,Darfur
10604,El Mazroub,,Merlin,,,26.93427998,11.62751666,Darfur
10605,Abu Gheid,,,,,27.08318661,11.75000379,Darfur
10606,Abu Zua,,,,,27.03297223,11.48344891,Darfur
10607,Al Qabr,,,,,27.03316986,11.46684616,Darfur
10608,Qubba,,,,,27.11686236,11.65000816,Darfur
10609,Shaqq Isa as,,,,,27.08321611,11.78320941,Darfur
10610,Um Radim,,,,,27.15000286,11.71685554,Darfur
10611,Zaid Da`ash,,,,,27.03317036,11.58319179,Darfur
10612,Waid Joda,,Merlin,,,27.10169998,11.61566666,Darfur
10613,Umm Nala,,WFP,,,27.09289436,11.72869716,Darfur
10614,Sheq Taib,,WFP,,,27.08319436,11.51966666,Darfur
10615,Al Gura,,Merlin,,,27.04818336,11.25166666,Darfur
10616,Sharif,,,,,27.15085836,11.30340828,Darfur
10617,Waid Joda,,Merlin,,,27.10169998,11.61566666,Darfur
10618,Adilla,,,,,27.08852999,11.30777304,Darfur
10619,El Gura,,Merlin,,,27.01950511,11.23727541,Darfur
10620,Sharef,,,,,27.18883386,11.26306716,Darfur
10621,Mariyud,,,,,24.38312973,9.366852285,Darfur
10622,Goreisho,,,,,24.19999886,9.750001035,Darfur
10623,Banda,,,,,24.26684098,9.250016156,Darfur
10624,Banda Wadda,,,,,24.26684323,9.166871529,Darfur
10625,Karishi,,,,,24.38317335,9.083159406,Darfur
10626,Khandaq,,,,,24.28235036,9.281407032,Darfur
10627,Wadda,,,,,24.26682585,9.233221155,Darfur
10628,Hofrat en Nah,,,,,24.30753236,9.774686284,Darfur
10629,Songo,,,,,24.35155223,9.803940784,Darfur
10630,Azraq,,,,,24.35000785,8.983194908,Darfur
10631,Bayt Haraz,,,,,23.63317698,11.20000278,Darfur
10632,Humaydah,,,,,23.58314336,11.16688666,Darfur
10633,Nyimeri,,,,,23.79980698,11.03702891,Darfur
10634,Rehed al Birdi,,,,,23.88716686,11.29423016,Darfur
10635,Dellia,,,,,23.86410211,11.03817153,Darfur
10636,Umm Nigara,,,,,23.91426536,11.27996379,Darfur
10637,Daba Jaraia,,Intersos/UNHCR,,,23.64706698,11.29361703,Darfur
10638,Amshut,,,,,23.93620898,11.23078403,Darfur
10639,Rehed al Berdi,,,,,23.88716698,11.29423004,Darfur
10640,Tuwal,,,,,23.88290198,11.07632903,Darfur
10641,Assafra,,,,,23.94851098,11.18294403,Darfur
10642,Abu `Ud,,,,,24.05000886,11.04999366,Darfur
10643,Angata,,,,,24.18104973,11.18764253,Darfur
10644,Hareiza,,,,,24.18889086,11.17631629,Darfur
10645,Mur Defah,,,,,24.07257911,11.05042066,Darfur
10646,Bi'r al `As,,,,,23.76681786,10.98316841,Darfur
10647,Jefawa,,,,,23.80107936,10.95265491,Darfur
10648,Um Shailil,,,,,23.69999735,10.85000141,Darfur
10649,Um Gederri,,,,,23.73319286,10.79999004,Darfur
10650,Tissi Sudan,,Intersos/UNHCR,,,23.88685998,10.93883004,Darfur
10651,Abu Gonia,,HIC,,,23.64890223,10.77135329,Darfur
10652,Dameiso,,,,,23.43335336,10.56693666,Darfur
10653,Hawak,,,,,23.64995885,10.70001216,Darfur
10654,Mirandi,,,,,23.5168416,10.71682516,Darfur
10655,Tabur,,,,,23.49788648,10.59968791,Darfur
10656,Um Rawq,,,,,23.35509173,10.54418765,Darfur
10657,Abu Umm Bashi,,,,,24.11684311,10.98315241,Darfur
10658,Sarir,,,,,24.04999711,10.98320341,Darfur
10659,Soreino,,HIC,,,24.02142748,10.97085341,Darfur
10660,Khereiro,,,,,24.09610285,10.96460266,Darfur
10661,Sesseban,,OCHA,,,24.24468998,10.70192003,Darfur
10662,Al Udam,,GPS,,,27.51777998,10.50083003,Darfur
10663,War Guit,,GPS,,,27.53166999,9.843330032,Darfur
10664,Al Khudur,,GPS,,,27.39305561,10.52638891,Darfur
10665,Karkouli,,,,,23.25000023,12.05000116,Darfur
10666,Dembow Kabdy,,UNHCR/Intersos,,,23.4331311,12.01684891,Darfur
10667,Lerwa,,,,,23.51684273,12.13314053,Darfur
10668,damra5,,UNHCR,,,23.31684998,12.01226666,Darfur
10669,Dina,,UNHCR,,,23.57914998,12.07921666,Darfur
10670,Gorolla,,UNHCR,,,23.53954998,12.09825003,Darfur
10671,Bala,,UNHCR,,,23.51521673,12.13460003,Darfur
10672,Sindu,,UNHCR,,,23.50909998,12.14526666,Darfur
10673,damra11,,UNHCR,,,23.31684998,12.01226666,Darfur
10674,Morol,,UNHCR/Intersos,,,23.70199998,12.11100003,Darfur
10675,Namatala,,UNHCR/Intersos,,,23.64699998,12.02400003,Darfur
10676,Tendy,,UNHCR/Intersos,,,23.41499998,12.08200003,Darfur
10677,Balla Sendow,,UNHCR/Intersos,,,23.51199998,12.15900004,Darfur
10678,Romalia Oromgozo,,UNHCR/Intersos,,,23.50799998,12.16400004,Darfur
10679,Felitto,,UNHCR/Intersos,,,23.51499998,12.12300003,Darfur
10680,Gordouk,,UNHCR/Intersos,,,23.51499998,12.13400004,Darfur
10681,Hilat Fattah,,UNHCR/Intersos,,,23.51099998,12.16600003,Darfur
10682,Kirarow,,Intersos/UNHCR,,,23.55999998,12.02400003,Darfur
10683,Korofata,,Intersos/UNHCR,,,23.35599998,12.05400003,Darfur
10684,Denow,,UNHCR/Intersos,,,23.53999998,12.07900003,Darfur
10685,Forto,,UNHCR/Intersos,,,23.53499998,12.08000003,Darfur
10686,Rosonga,,UNHCR/Intersos,,,23.50799998,12.13500004,Darfur
10687,Nurly,,Intersos/UNHCR,,,23.26899998,12.05500003,Darfur
10688,Eberla,,UNHCR/Intersos,,,23.32699998,12.05600003,Darfur
10689,Narlay Ganob,,UNHCR/Intersos,,,23.26699998,12.04700004,Darfur
10690,Dimbala,,UNHCR/Intersos,,,23.19999585,11.53315366,Darfur
10691,Hajar Banda,,UNHCR/Intersos,,,23.05536048,11.50943916,Darfur
10692,Kubar,,Intersos/UNHCR,,,23.10000048,11.55000241,Darfur
10693,Marlenga,,,,,23.28371898,11.59160428,Darfur
10694,Wajage,,,,,23.69998623,11.56685591,Darfur
10695,Malo,,UNHCR/Intersos,,,23.10429998,11.51023891,Darfur
10696,Karkar,,UNHCR/Intersos,,,22.99899998,11.52600003,Darfur
10697,Adila,,UNHCR/Intersos,,,23.09999998,11.51200003,Darfur
10698,Morlanja,,UNHCR/Intersos,,,23.26599998,11.56900004,Darfur
10699,Dango,,UNHCR/Intersos,,,23.02199998,11.52300004,Darfur
10700,Gugun,,UNHCR/Intersos,,,23.10499998,11.54600003,Darfur
10701,Kododo,,UNHCR/Intersos,,,23.23499998,11.62300004,Darfur
10702,Borow,,UNHCR/Intersos,,,23.60999998,11.56200003,Darfur
10703,Adeila,,Intersos/UNHCR,,,23.11553998,11.51295003,Darfur
10704,Borma Tisi,,Intersos/UNHCR,,,23.14580998,11.52597003,Darfur
10705,Donga,,Intersos/UNHCR,,,23.03729998,11.53982003,Darfur
10706,Saraf Albukhas,,Intersos/UNHCR,,,22.97279998,11.51721703,Darfur
10707,Tabrkalla,,Intersos/UNHCR,,,23.23994998,11.56405003,Darfur
10708,Zalatia,,Intersos/UNHCR,,,23.05048998,11.54263003,Darfur
10709,Zelmo,,Intersos/UNHCR,,,23.10981998,11.58371003,Darfur
10710,Ambara,,,,,23.38316785,11.90000316,Darfur
10711,Buronga,,,,,23.25001086,11.96686629,Darfur
10712,Dangai,,,,,23.74999148,11.81687166,Darfur
10713,Deimbo,,,,,23.71685373,11.90000166,Darfur
10714,Fado,,,,,23.64995773,11.76683129,Darfur
10715,Kore,,Intersos/UNHCR,,,23.56683586,11.73320066,Darfur
10716,Kure,,,,,23.23319685,11.78314241,Darfur
10717,Lula,,Intersos/UNHCR,,,23.63313985,11.73316928,Darfur
10718,Luma,,,,,23.31683223,11.66683579,Darfur
10719,Mukjar,,Field,,,23.28315798,11.95000966,Darfur
10720,Ramalia,,,,,23.31688248,11.96686441,Darfur
10721,Tigilden,,,,,23.40000085,11.64999853,Darfur
10722,Um Haraz,,,,,23.23319548,11.98318941,Darfur
10723,Kubuk,,Intersos/UNHCR,,,23.12760561,11.84107504,Darfur
10724,Bookoj,,UNHCR,,,23.10741673,11.79504441,Darfur
10725,Masteriha,,UNHCR,,,23.58526673,11.67640004,Darfur
10726,damra6,,UNHCR,,,23.59468336,11.65648329,Darfur
10727,Sangar,,UNHCR,,,23.61818336,11.61918328,Darfur
10728,Arada,,UNHCR,,,23.36349998,11.99318328,Darfur
10729,Indiri,,UNHCR,,,23.37723336,11.99956666,Darfur
10730,Balda,,UNHCR,,,23.63981673,11.92018328,Darfur
10731,Rumaliya,,Intersos/UNHCR,,,23.67279998,11.90370003,Darfur
10732,Jalkasim,,Intersos/UNHCR,,,23.70451673,11.88058329,Darfur
10733,Artala,,UNHCR,,,23.74068335,11.85583328,Darfur
10734,Buru,,UNHCR,,,23.60696661,11.64785003,Darfur
10735,Wustani,,Intersos/UNHCR,,,23.58193335,11.73143328,Darfur
10736,Saraf El Saada,,UNHCR/Intersos,,,23.33899998,11.90400003,Darfur
10737,Baril Nabagaya,,UNHCR/Intersos,,,23.09799998,11.82000003,Darfur
10738,Amar Jadid,,UNHCR/Intersos,,,23.14099998,11.81100004,Darfur
10739,Taykanga,,UNHCR/Intersos,,,23.26699998,11.89700003,Darfur
10740,Dorgola,,UNHCR/Intersos,,,23.15199998,11.94800003,Darfur
10741,Berembaw,,UNHCR/Intersos,,,23.67999998,11.73600003,Darfur
10742,Ramalia,,Intersos/UNHCR,,,23.28299998,11.96900003,Darfur
10743,Sarow,,UNHCR/Intersos,,,23.29599998,11.76700003,Darfur
10744,Anbara,,UNHCR/Intersos,,,23.49099998,11.90900003,Darfur
10745,Singar,,UNHCR/Intersos,,,23.36399998,11.99000004,Darfur
10746,Nonkosi,,UNHCR/Intersos,,,23.22499998,11.95200003,Darfur
10747,Sondol,,Intersos/UNHCR,,,23.48499998,11.79700004,Darfur
10748,El Daba,,UNHCR/Intersos,,,23.28199998,11.95500003,Darfur
10749,Bergei,,UNHCR/Intersos,,,23.19999998,11.95600004,Darfur
10750,Balbaso,,UNHCR/Intersos,,,23.41699998,11.99600003,Darfur
10751,Dambrang,,UNHCR/Intersos,,,23.71499998,11.73600003,Darfur
10752,Bonbol,,UNHCR/Intersos,,,23.08499998,11.79700004,Darfur
10753,Bogog,,UNHCR/Intersos,,,23.13999998,11.79500003,Darfur
10754,Hai Al-Salam,,Intersos/UNHCR,,,23.12799998,11.82100003,Darfur
10755,Basweta,,UNHCR/Intersos,,,23.15999998,11.82100003,Darfur
10756,Baril Gemiza,,UNHCR/Intersos,,,23.09699998,11.83100003,Darfur
10757,Basawitay,,UNHCR/Intersos,,,23.16599998,11.83800003,Darfur
10758,Alnur Ahmad,,Intersos/UNHCR,,,23.60155998,11.73294003,Darfur
10759,Barakat,,Intersos/UNHCR,,,23.16447998,11.69689003,Darfur
