ID,Village,Pop,Source,State,Locality,X,Y,Remarks
389,Markhah,,Calculated,White Nile,Ed Douiem,31.619885,14.111221,
390,Shatawi,,Calculated,White Nile,Ed Douiem,32.100032,14.643975,
391,Wad quseim,,Calculated,White Nile,Ed Douiem,31.766449,14.298702,
392,Abu tagara,,GPS,White Nile,Ed Douiem,32.066667,14.083333,
393,Abu garad,,GPS,White Nile,Ed Douiem,32.05,14.366667,
394,Amriya,,GPS,White Nile,Ed Douiem,32.15,14.483333,
395,Bashir maqbul,,GPS,White Nile,Ed Douiem,31.916667,14.483333,
396,Deheir,,GPS,White Nile,Ed Douiem,32.25,14,
397,Es suneit island,,GPS,White Nile,Ed Douiem,32.183333,14.616667,
398,Et tura,,GPS,White Nile,Ed Douiem,32.116667,14.283333,
399,Idd faki `abd allah,,GPS,White Nile,Ed Douiem,32.3,14.883333,
400,Faki ali,,GPS,White Nile,Ed Douiem,32.133333,14.7,
401,Faki mustafa,,GPS,White Nile,Ed Douiem,32.15,14.766667,
402,El alaqa,,GPS,White Nile,Ed Douiem,32.183333,14.716667,
403,El ghubeisha island,,GPS,White Nile,Ed Douiem,32.333333,14.033333,
404,El kalagi,,GPS,White Nile,Ed Douiem,32.016667,14.266667,
405,El karanik,,GPS,White Nile,Ed Douiem,31.783333,14.25,
406,Er ruheid,,GPS,White Nile,Ed Douiem,32.066667,14.516667,
407,Esh sheikh el hasin,,GPS,White Nile,Ed Douiem,32.083333,14.466667,
408,Hamra',,GPS,White Nile,Ed Douiem,31.9,14.483333,
409,Haraza,,GPS,White Nile,Ed Douiem,31.9,14.566667,
410,Ghomera,,GPS,White Nile,Ed Douiem,31.833333,14.416667,
411,Hegalig,,GPS,White Nile,Ed Douiem,31.9,14.6,
412,Qawz al huwarab,,GPS,White Nile,Ed Douiem,32,14.816667,
413,Idd al `ud,,GPS,White Nile,Ed Douiem,32.15,14.016667,
414,Qawz jarad,,GPS,White Nile,Ed Douiem,32.25,13.666667,
415,Karanik,,GPS,White Nile,Ed Douiem,32.233333,13.55,
416,Masud,,GPS,White Nile,Ed Douiem,32.366667,13.766667,
417,Matmar dahr geheina,,GPS,White Nile,Ed Douiem,32.25,13.95,
418,Qasam allah,,GPS,White Nile,Ed Douiem,32.466667,13.65,
419,Qawz fagur,,GPS,White Nile,Ed Douiem,32.05,13.816667,
420,Shat,,Calculated,White Nile,Ed Douiem,32.175,13.791667,
421,Shaykh umar kuraydah,,GPS,White Nile,Ed Douiem,32.466667,13.733333,
422,Shenabla,,GPS,White Nile,Ed Douiem,32.116667,13.65,
423,Umm beweira,,GPS,White Nile,Ed Douiem,32.183333,13.75,
424,Wad as subahi,,GPS,White Nile,Ed Douiem,32.366667,13.783333,
425,Umm buweisa,,GPS,White Nile,Ed Douiem,32.15,13.933333,
426,Umm fa's,,Calculated,White Nile,Ed Douiem,32.241667,13.583333,
427,Umm garr,,GPS,White Nile,Ed Douiem,32.4,13.816667,
428,Qawz umm sabil,,GPS,White Nile,Ed Douiem,32.083333,13.633333,
429,Zurayqa',,GPS,White Nile,Ed Douiem,32.05,13.583333,
430,Wad khayr,,GPS,White Nile,Ed Douiem,32.133333,13.983333,
431,Wakara,,GPS,White Nile,Ed Douiem,32.2,13.9,
432,Umm sunta,,Calculated,White Nile,Ed Douiem,32.077778,13.866667,
433,Ad duwaym,,Calculated,White Nile,Ed Douiem,32.30957,13.992608,
434,Umm inderaba,,Calculated,White Nile,Ed Douiem,32.225939,13.702104,
435,Gelaga,,Calculated,White Nile,Ed Douiem,31.997302,13.560056,
436,Abu qasaba depression,,GPS,White Nile,Ed Douiem,32.4,13.666667,
437,Abd al baqi,,GPS,White Nile,Ed Douiem,32.516667,13.633333,
438,Idd abu shuraymah,,GPS,White Nile,Ed Douiem,32.133333,13.716667,
439,Abu urf,,GPS,White Nile,Ed Douiem,32.183333,13.783333,
440,Adid,,GPS,White Nile,Ed Douiem,32,13.516667,
441,Abu gimri,,GPS,White Nile,Ed Douiem,32.25,13.85,
442,Qawz abu gongara,,GPS,White Nile,Ed Douiem,32.266667,13.6,
443,Abu hamra',,GPS,White Nile,Ed Douiem,32.116667,13.816667,
444,Abu har,,GPS,White Nile,Ed Douiem,32.1,13.55,
445,Atshana,,GPS,White Nile,Ed Douiem,32.25,13.783333,
446,Awad allah,,GPS,White Nile,Ed Douiem,32.166667,13.583333,
447,Bogo,,GPS,White Nile,Ed Douiem,32.416667,13.7,
448,El kurnuk muhammad isa,,GPS,White Nile,Ed Douiem,32.416667,13.666667,
449,Ed dibeikir island,,GPS,White Nile,Ed Douiem,32.583333,13.6,
450,El guruna,,GPS,White Nile,Ed Douiem,32.133333,13.866667,
451,El guzeira,,GPS,White Nile,Ed Douiem,32.183333,13.983333,
452,El hag rabih,,GPS,White Nile,Ed Douiem,32.483333,13.633333,
453,Gargarat,,GPS,White Nile,Ed Douiem,32.433333,13.783333,
454,El megeifa,,GPS,White Nile,Ed Douiem,32.233333,13.883333,
455,En nabra island,,GPS,White Nile,Ed Douiem,32.483333,13.716667,
456,Idd al gim,,Calculated,White Nile,Ed Douiem,32.25,13.475,
457,Idd al humara,,GPS,White Nile,Ed Douiem,32.016667,13.966667,
458,Zarzur,,GPS,White Nile,Ed Douiem,32.083333,13.6,
459,Wad salim,,GPS,Northern Kordofan,Ghebeish,27.3,13.066667,
460,Abu kabisa,,Calculated,Northern Kordofan,Ghebeish,27.340093,13.106282,
461,Kileigau,,GPS,Northern Kordofan,Ghebeish,27.816667,12.566667,
462,Jadid,,GPS,Northern Kordofan,Ghebeish,28.483333,12.05,
463,Lingu,,GPS,Northern Kordofan,Ghebeish,27.3,12.466667,
464,Maarka,,GPS,Northern Kordofan,Ghebeish,27.816667,12.966667,
465,Nagm ed din,,GPS,Northern Kordofan,Ghebeish,28.366667,12.15,
466,Rahad as sabagh,,GPS,Northern Kordofan,Ghebeish,28.266667,12.35,
467,Suqa el gamal,,GPS,Northern Kordofan,Ghebeish,27.7,12.8,
468,Shalluf,,GPS,Northern Kordofan,Ghebeish,27.85,12.933333,
469,Sharafa,,GPS,Northern Kordofan,Ghebeish,27.116667,12.066667,
470,Ritreirit,,GPS,Northern Kordofan,Ghebeish,27.616667,12.066667,
471,Rahad at tibn,,GPS,Northern Kordofan,Ghebeish,28.2,12.033333,
472,Wad an naim,,GPS,Northern Kordofan,Ghebeish,27.766667,12.3,
473,Wad ashqar,,GPS,Northern Kordofan,Ghebeish,27.516667,12.966667,
474,Wad bahr,,GPS,Northern Kordofan,Ghebeish,27.183333,12.866667,
475,Umm dobia,,GPS,Northern Kordofan,Ghebeish,27.616667,12.366667,
476,Umm geleima,,GPS,Northern Kordofan,Ghebeish,27.316667,12.1,
477,Umm gernanchok,,GPS,Northern Kordofan,Ghebeish,27.133333,12.266667,
478,Umm ginah,,GPS,Northern Kordofan,Ghebeish,27.45,12.733333,
479,Umm sagaaun,,GPS,Northern Kordofan,Ghebeish,28.133333,12.383333,
480,Tuwayr,,GPS,Northern Kordofan,Ghebeish,27.583333,12.533333,
481,Zakfero,,GPS,Northern Kordofan,Ghebeish,27.583333,12.166667,
482,Umm sayyal,,GPS,Northern Kordofan,Ghebeish,27.566667,12.016667,
483,Umm shiba,,GPS,Northern Kordofan,Ghebeish,27.25,12.35,
484,Humayl sibil,,GPS,Northern Kordofan,Ghebeish,27.305016,12.895645,
485,Sugat al jamal,,GPS,Northern Kordofan,Ghebeish,27.666624,12.792749,
486,Dagma,,Calculated,Northern Kordofan,Ghebeish,27.286913,12.59713,
487,Dirrah,,GPS,Northern Kordofan,Ghebeish,27.487188,12.512461,
488,Gamal,,Calculated,Northern Kordofan,Ghebeish,28.135768,12.503718,
489,Umm busa,,Calculated,Northern Kordofan,Ghebeish,27.213453,12.47277,
490,Khashum,,Calculated,Northern Kordofan,Ghebeish,28.03452,12.451761,
491,Serambe,,Calculated,Northern Kordofan,Ghebeish,27.863375,12.330198,
492,Umm lebana,,Calculated,Northern Kordofan,Ghebeish,27.116491,12.318621,
493,Abu fawaghi,,Calculated,Northern Kordofan,Ghebeish,28.102776,12.300759,
494,Bernawi,,Calculated,Northern Kordofan,Ghebeish,27.64916,12.23425,
495,Ghubaysh,,Calculated,Northern Kordofan,Ghebeish,27.350273,12.150671,
496,As samhat,,Calculated,Northern Kordofan,Ghebeish,27.769755,12.06821,
497,El udayyah,,Calculated,Northern Kordofan,Ghebeish,28.27251,12.052831,
498,Abbasiya,,GPS,Northern Kordofan,Ghebeish,27.966667,12.016667,
499,Adila,,GPS,Northern Kordofan,Ghebeish,27.316667,12.7,
500,Abu dabarah,,GPS,Northern Kordofan,Ghebeish,28.033333,12.066667,
501,Abu dik,,GPS,Northern Kordofan,Ghebeish,27.866667,12.8,
502,Amara,,GPS,Northern Kordofan,Ghebeish,27.883333,12.65,
503,Aris,,GPS,Northern Kordofan,Ghebeish,27.95,12.116667,
504,Dardog,,GPS,Northern Kordofan,Ghebeish,27.483333,12.65,
505,Barud,,GPS,Northern Kordofan,Ghebeish,28,12.733333,
506,Domi,,GPS,Northern Kordofan,Ghebeish,27.15,12.166667,
507,Buta,,GPS,Northern Kordofan,Ghebeish,27.633333,12.716667,
508,Duwaynah,,GPS,Northern Kordofan,Ghebeish,27.783333,12.683333,
509,Eina,,GPS,Northern Kordofan,Ghebeish,27.983333,12.266667,
510,El ait,,GPS,Northern Kordofan,Ghebeish,27.45,12.366667,
511,El amin,,GPS,Northern Kordofan,Ghebeish,28.05,12.166667,
512,Fanyer,,GPS,Northern Kordofan,Ghebeish,27.383333,12.533333,
513,Fofaya,,GPS,Northern Kordofan,Ghebeish,27.633333,12.966667,
514,Hamdan,,GPS,Northern Kordofan,Ghebeish,28.05,12.816667,
515,Ghabish,,GPS,Northern Kordofan,Ghebeish,27.75,12.216667,
516,Holi,,GPS,Northern Kordofan,Ghebeish,27.583333,12.916667,
517,Humayr,,GPS,Northern Kordofan,Ghebeish,27.916667,12.066667,
518,Humayr ar ru'us,,GPS,Northern Kordofan,Ghebeish,27.733333,12.85,
519,Humayr dirrah,,GPS,Northern Kordofan,Ghebeish,27.466667,12.483333,
520,Humayr koko,,GPS,Northern Kordofan,Ghebeish,27.3,12.366667,
521,Humayr sibil,,GPS,Northern Kordofan,Ghebeish,27.3,12.9,
522,Hamar,,GPS,Northern Kordofan,Ghebeish,27.75,12.516667,
523,Iyal ad da`ash,,GPS,Northern Kordofan,Ghebeish,27.366667,11.533333,
524,Iyal ash shayn,,GPS,Northern Kordofan,Ghebeish,28,11.933333,
525,Maaglia,,GPS,Northern Kordofan,Ghebeish,27.25,11.916667,
526,Muhammad ali,,GPS,Northern Kordofan,Ghebeish,28.383333,11.916667,
527,Manasra,,GPS,Northern Kordofan,Ghebeish,27.916667,11.916667,
528,Rahuma,,GPS,Northern Kordofan,Ghebeish,28.083333,11.983333,
529,Nisf,,GPS,Northern Kordofan,Ghebeish,28.4,11.95,
530,Sheheit,,GPS,Northern Kordofan,Ghebeish,27.7,11.883333,
531,Umm aradeiba,,GPS,Northern Kordofan,Ghebeish,27.866667,11.666667,
532,Tekkus,,GPS,Northern Kordofan,Ghebeish,27.383333,11.466667,
533,Umm darota,,GPS,Northern Kordofan,Ghebeish,28.283333,11.983333,
534,Umm deibun,,GPS,Northern Kordofan,Ghebeish,27.366667,11.416667,
535,Umm gurnan chak,,GPS,Northern Kordofan,Ghebeish,27.866667,11.883333,
536,Umm khashmayn,,GPS,Northern Kordofan,Ghebeish,27.966667,11.966667,
537,Umm khayran,,GPS,Northern Kordofan,Ghebeish,27.366667,11.366667,
538,Wadaa,,GPS,Northern Kordofan,Ghebeish,27.433333,11.95,
539,Hujaylij,,Calculated,Northern Kordofan,Ghebeish,27.869071,11.979846,
540,Umm laylayah,,Calculated,Northern Kordofan,Ghebeish,27.329939,11.931123,
541,Kulayl,,Calculated,Northern Kordofan,Ghebeish,27.586983,11.92987,
542,Majrur,,Calculated,Northern Kordofan,Ghebeish,27.485129,11.684424,
543,Abd ad daim,,GPS,Northern Kordofan,Ghebeish,27.423374,11.588638,
544,Abu shatat,,GPS,Northern Kordofan,Ghebeish,27.25,11.966667,
545,Abd ad da'im,,GPS,Northern Kordofan,Ghebeish,27.416667,11.583333,
546,Ahmad jabr,,GPS,Northern Kordofan,Ghebeish,27.416667,11.666667,
547,Fag el halla,,GPS,Northern Kordofan,Ghebeish,27.683333,11.966667,
548,Faiyuk,,GPS,Northern Kordofan,Ghebeish,27.55,11.733333,
549,Ed dereis,,GPS,Northern Kordofan,Ghebeish,27.45,11.733333,
550,El hamari,,GPS,Northern Kordofan,Ghebeish,27.383333,11.766667,
551,Gabr ad dar,,GPS,Northern Kordofan,Ghebeish,27.466667,11.483333,
552,Humaydan,,GPS,Northern Kordofan,Ghebeish,27.633333,11.833333,
553,Ingliterra,,GPS,Northern Kordofan,Ghebeish,27.533333,11.983333,
554,Zarqa gamal ed din,,GPS,Northern Kordofan,Ghebeish,27.5,11.883333,
555,Kinyeir,,GPS,Northern Kordofan,En Nuhud,28.133333,13.15,
556,Iyal basharo,,GPS,Northern Kordofan,En Nuhud,28.483333,13.183333,
557,Mukhaizana,,GPS,Northern Kordofan,En Nuhud,27.816667,13.966667,
558,Mustafa,,GPS,Northern Kordofan,En Nuhud,28.266667,13.083333,
559,Sagha,,GPS,Northern Kordofan,En Nuhud,27.666667,13.733333,
560,Sakramoj,,GPS,Northern Kordofan,En Nuhud,27.816667,13.55,
561,Sarariya,,GPS,Northern Kordofan,En Nuhud,28.1,13.333333,
562,Qawz ar rayy,,GPS,Northern Kordofan,En Nuhud,27.366667,13.183333,
563,Nialota,,GPS,Northern Kordofan,En Nuhud,28.3,13.233333,
564,Quraynat an nimr,,GPS,Northern Kordofan,En Nuhud,28,13.783333,
565,Shabakati ireida,,GPS,Northern Kordofan,En Nuhud,27.95,13.25,
566,Shaluf,,GPS,Northern Kordofan,En Nuhud,27.85,13.216667,
567,Rahad umm aradeiba,,GPS,Northern Kordofan,En Nuhud,28.383333,13.5,
568,Ummat arifa,,GPS,Northern Kordofan,En Nuhud,28,13.9,
569,Umm diti,,GPS,Northern Kordofan,En Nuhud,28.483333,13.516667,
570,Umm habila,,GPS,Northern Kordofan,En Nuhud,27.75,13.116667,
571,Umm leyuna,,GPS,Northern Kordofan,En Nuhud,27.7,13.783333,
572,Tuleih wells,,GPS,Northern Kordofan,En Nuhud,27.8,13.533333,
573,Tulu,,GPS,Northern Kordofan,En Nuhud,28.366667,13.816667,
574,Udayd,,GPS,Northern Kordofan,En Nuhud,28.35,13.366667,
575,Zankor,,GPS,Northern Kordofan,En Nuhud,27.966667,13.866667,
576,Umm sunt,,GPS,Northern Kordofan,En Nuhud,28.05,13.35,
577,Abu shanab,,Calculated,Northern Kordofan,En Nuhud,27.78667,13.947373,
578,Ermil post,,Calculated,Northern Kordofan,En Nuhud,27.602722,13.61989,
579,Umm bel,,Calculated,Northern Kordofan,En Nuhud,28.070828,13.533872,
580,Abu shawag,,Calculated,Northern Kordofan,En Nuhud,27.946248,13.454733,
581,Dam gamad,,Calculated,Northern Kordofan,En Nuhud,27.469641,13.28711,
582,Junga jura,,Calculated,Northern Kordofan,En Nuhud,27.677081,13.173353,
583,Wad bandah,,Calculated,Northern Kordofan,En Nuhud,27.948958,13.102634,
584,Abu dazza,,GPS,Northern Kordofan,En Nuhud,27.683333,13.483333,
585,Abu gezira,,GPS,Northern Kordofan,En Nuhud,27.683333,13.4,
586,Ankosh hills,,GPS,Northern Kordofan,En Nuhud,28.3,13.783333,
587,Faki uzayriq,,GPS,Northern Kordofan,En Nuhud,27.816667,13.133333,
588,Rahad ferakit,,GPS,Northern Kordofan,En Nuhud,28.383333,13.433333,
589,Foga,,GPS,Northern Kordofan,En Nuhud,28.033333,13.716667,
590,Foga wells,,GPS,Northern Kordofan,En Nuhud,28.033333,13.666667,
591,Galusa,,GPS,Northern Kordofan,En Nuhud,28.066667,13.6,
592,Gamaniya,,GPS,Northern Kordofan,En Nuhud,27.65,13.4,
593,Eshangyei,,GPS,Northern Kordofan,En Nuhud,28.133333,13.866667,
594,Hamir ath thiran,,GPS,Northern Kordofan,En Nuhud,27.783333,13.066667,
595,Hanatir,,GPS,Northern Kordofan,En Nuhud,27.9,13.4,
596,Ibrahim wad arabi,,GPS,Northern Kordofan,En Nuhud,27.6,13.883333,
597,Iyal bakhit,,GPS,Northern Kordofan,En Nuhud,28.683333,13.416667,
598,Kordofan,,GPS,Northern Kordofan,En Nuhud,29.5,13,
599,Kul,,GPS,Northern Kordofan,En Nuhud,29.433333,13.3,
600,Karenka,,GPS,Northern Kordofan,En Nuhud,29.2,13.366667,
601,Muhammadayn,,GPS,Northern Kordofan,En Nuhud,28.533333,13.283333,
602,Nawaiat madani,,GPS,Northern Kordofan,En Nuhud,29.4,13.083333,
603,Qurad,,GPS,Northern Kordofan,En Nuhud,29.416667,13.3,
604,Umm asal,,GPS,Northern Kordofan,En Nuhud,28.583333,13.516667,
605,Umm naala,,GPS,Northern Kordofan,En Nuhud,28.566667,13.333333,
606,Wad kutna,,GPS,Northern Kordofan,En Nuhud,28.583333,13.183333,
607,Wad umm asamm,,GPS,Northern Kordofan,En Nuhud,28.85,13.4,
608,Umm zimam,,GPS,Northern Kordofan,En Nuhud,28.833333,13.3,
609,Salim,,Calculated,Northern Kordofan,En Nuhud,28.65477,13.655851,
610,Fag al qash,,Calculated,Northern Kordofan,En Nuhud,28.937191,13.568609,
611,Iyal bakhit,,GPS,Northern Kordofan,En Nuhud,28.673561,13.40972,
612,Mahbub,,Calculated,Northern Kordofan,En Nuhud,29.237382,13.347826,
613,Umm ziman,,GPS,Northern Kordofan,En Nuhud,28.841219,13.305805,
614,Nabalat al hajanah,,Calculated,Northern Kordofan,En Nuhud,29.031213,13.214125,
615,Humayr jabir,,Calculated,Northern Kordofan,En Nuhud,28.882875,13.119505,
616,Ati,,GPS,Northern Kordofan,En Nuhud,29.219908,13.09165,
617,Abu rakhei,,GPS,Northern Kordofan,En Nuhud,28.65,13.583333,
618,Abu turayah,,GPS,Northern Kordofan,En Nuhud,28.9,13.533333,
619,Abu fandok,,GPS,Northern Kordofan,En Nuhud,28.75,13.5,
620,Ati,,Calculated,Northern Kordofan,En Nuhud,29.225,13.083333,
621,Burayr,,GPS,Northern Kordofan,En Nuhud,28.533333,13.133333,
622,Bur islam,,GPS,Northern Kordofan,En Nuhud,28.666667,13.65,
623,El mes,,GPS,Northern Kordofan,En Nuhud,28.616667,13.433333,
624,El musein,,GPS,Northern Kordofan,En Nuhud,28.816667,13.25,
625,Es saim,,GPS,Northern Kordofan,En Nuhud,29.566667,13.1,
626,Kokada,,GPS,Northern Kordofan,En Nuhud,28.1,12.916667,
627,Qireiwid,,GPS,Northern Kordofan,En Nuhud,28.35,12.6,
628,Sherati,,GPS,Northern Kordofan,En Nuhud,28.366667,12.9,
629,Umm ghutays,,GPS,Northern Kordofan,En Nuhud,28.283333,12.683333,
630,Umm qereia shwein,,GPS,Northern Kordofan,En Nuhud,28.066667,12.95,
631,Wad murdi,,GPS,Northern Kordofan,En Nuhud,28.1,12.983333,
632,En Nahud,,JLC/FAO,Northern Kordofan,En Nuhud,28.430703,12.694025,
633,Abu humayrah,,Calculated,Northern Kordofan,En Nuhud,28.452442,12.570824,
634,Awlad ghanam,,Calculated,Northern Kordofan,En Nuhud,28.282699,12.467484,
635,Bahr umm surein,,Calculated,Northern Kordofan,En Nuhud,28.425,12.341667,
636,Dagalos,,GPS,Northern Kordofan,En Nuhud,28.233333,12.9,
637,Et tuleih,,GPS,Northern Kordofan,En Nuhud,28.216667,12.716667,
638,Hugeir,,GPS,Northern Kordofan,En Nuhud,28.033333,12.9,
639,Abu zabad,,Calculated,Northern Kordofan,En Nuhud,29.24954,12.351713,
640,Kalagi,,GPS,Northern Kordofan,En Nuhud,28.716667,12.366667,
641,Kuldu,,GPS,Northern Kordofan,En Nuhud,28.666667,12.883333,
642,Mesiriya,,GPS,Northern Kordofan,En Nuhud,29.083333,12.416667,
643,Markib,,GPS,Northern Kordofan,En Nuhud,28.916667,12.916667,
644,Nus es sikka,,GPS,Northern Kordofan,En Nuhud,29.433333,12.566667,
645,Saata,,GPS,Northern Kordofan,En Nuhud,29.566667,12.683333,
646,Salim,,GPS,Northern Kordofan,En Nuhud,28.666667,12.866667,
647,Sallama,,GPS,Northern Kordofan,En Nuhud,29.666667,12.8,
648,Shaqq qurayn ash shattah,,GPS,Northern Kordofan,En Nuhud,28.533333,12.483333,
649,Ruqaybah,,GPS,Northern Kordofan,En Nuhud,29.366667,12.7,
650,Ujaymi,,GPS,Northern Kordofan,En Nuhud,29.25,12.966667,
651,Um dites,,GPS,Northern Kordofan,En Nuhud,29.233333,12.666667,
652,Targannu,,GPS,Northern Kordofan,En Nuhud,29.616667,12.75,
653,Tayyibah,,GPS,Northern Kordofan,En Nuhud,29.166667,12.45,
654,Qoz sidada,,GPS,Northern Kordofan,En Nuhud,28.6,12.916667,
655,Umm defeis,,GPS,Northern Kordofan,En Nuhud,29.25,12.7,
656,Umm gamur,,GPS,Northern Kordofan,En Nuhud,29.166667,12.833333,
657,Abekr,,Calculated,Northern Kordofan,En Nuhud,28.898299,12.717008,
658,Zarga,,GPS,Northern Kordofan,En Nuhud,29.477324,12.697854,
659,Abu mareiqa al haggar,,GPS,Northern Kordofan,En Nuhud,28.55,12.766667,
660,Abu qalb,,GPS,Northern Kordofan,En Nuhud,29.333333,12.466667,
661,Abu daql,,GPS,Northern Kordofan,En Nuhud,28.683333,12.733333,
662,Ayak umm rakubah,,GPS,Northern Kordofan,En Nuhud,29.466667,12.45,
663,Debkar,,GPS,Northern Kordofan,En Nuhud,29.433333,12.35,
664,Doma,,GPS,Northern Kordofan,En Nuhud,29.483333,12.816667,
665,Et tom halal,,GPS,Northern Kordofan,En Nuhud,28.9,12.65,
666,Faafaa,,GPS,Northern Kordofan,En Nuhud,28.666667,12.983333,
667,Rahad ad duwaykah,,GPS,Northern Kordofan,En Nuhud,28.85,12.5,
668,El bedeiriya,,GPS,Northern Kordofan,En Nuhud,28.7,12.55,
669,El umda,,GPS,Northern Kordofan,En Nuhud,29.183333,12.916667,
670,Hamir,,GPS,Northern Kordofan,En Nuhud,28.766667,12.816667,
671,Idris abu umm duluk,,GPS,Northern Kordofan,En Nuhud,28.7,12.5,
672,Dindina Elwaylia,,WFP FFE,Northern Kordofan,En Nuhud,28.6867,12.272647,
673,El Koo,,WFP FFE,Northern Kordofan,En Nuhud,28.645536,12.136708,
674,Faras,,GPS,Northern,Halfa,31.466667,22.2,
675,Ain murr,,GPS,Northern,Halfa,25.1,21.883333,
676,Chunk hill,,GPS,Northern,Halfa,25.233333,21.883333,
677,Great selima sand sheet,,GPS,Northern,Halfa,27.75,21.583333,
678,Faki adam,,GPS,Northern,Halfa,29.766667,21.1,
679,Wadi Halfa,,Calculated,Northern,Halfa,31.371299,21.792852,
680,Jelli island,,GPS,Northern,Halfa,31,21.433333,
681,Kagnarti,,GPS,Northern,Halfa,31.1,21.616667,
682,Kagnarti island,,GPS,Northern,Halfa,31.083333,21.616667,
683,Kulb island,,GPS,Northern,Halfa,30.65,21.066667,
684,Kulb west,,GPS,Northern,Halfa,30.633333,21.083333,
685,Meinarti island,,GPS,Northern,Halfa,30.577778,21.006944,
686,Melik en nasir east,,GPS,Northern,Halfa,30.75,21.25,
687,Melik en nasir west,,GPS,Northern,Halfa,30.75,21.283333,
688,Melik island,,GPS,Northern,Halfa,30.983333,21.516667,
689,Miskanarti island,,GPS,Northern,Halfa,30.983333,21.45,
690,Mugufini island,,GPS,Northern,Halfa,31.1,21.633333,
691,Major owens' tomb,,GPS,Northern,Halfa,30.9,21.25,
692,Murrat,,GPS,Northern,Halfa,31.033333,21.383333,
693,Murshid,,Calculated,Northern,Halfa,31.191667,21.666667,
694,Mataka,,GPS,Northern,Halfa,31.166667,21.8,
695,Saras,,GPS,Northern,Halfa,31.1,21.566667,
696,Saras west,,GPS,Northern,Halfa,31.033333,21.566667,
697,Sarkamatto,,GPS,Northern,Halfa,30.603611,21.004722,
698,Lake nubia,,GPS,Northern,Halfa,31,21.5,
699,Station number 1,,GPS,Northern,Halfa,31.466667,21.75,
700,Susinarti island,,GPS,Northern,Halfa,30.866667,21.3,
701,Semna,,GPS,Northern,Halfa,31.016667,21.466667,
702,Semna island,,GPS,Northern,Halfa,30.966667,21.466667,
703,Semna west,,GPS,Northern,Halfa,30.95,21.483333,
704,Shargandi island,,GPS,Northern,Halfa,31.183333,21.8,
705,Shelfak,,GPS,Northern,Halfa,31.05,21.55,
706,Shoboka,,GPS,Northern,Halfa,31.083333,21.666667,
707,Ukma east,,GPS,Northern,Halfa,30.733333,21.133333,
708,Ukma west,,GPS,Northern,Halfa,30.633333,21.166667,
709,Tanjur island,,GPS,Northern,Halfa,30.733333,21.25,
710,Temple of behen,,GPS,Northern,Halfa,31.283333,21.9,
711,Temple of kumna,,GPS,Northern,Halfa,30.983333,21.483333,
712,Tila island,,GPS,Northern,Halfa,30.983333,21.433333,
713,Sonki west,,GPS,Northern,Halfa,30.666667,21.216667,
714,Turmukki island,,GPS,Northern,Halfa,30.733333,21.283333,
715,Akasha,,Calculated,Northern,Halfa,30.697411,21.083175,
716,Sonki east,,Calculated,Northern,Halfa,30.69633,21.195344,
717,Akasha east,,GPS,Northern,Halfa,30.706312,21.075079,
718,Kulb east,,Calculated,Northern,Halfa,30.660591,21.048125,
719,Abka,,GPS,Northern,Halfa,31.183333,21.833333,
720,Abka east,,GPS,Northern,Halfa,31.233333,21.8,
721,Attiri west,,GPS,Northern,Halfa,30.983333,21.416667,
722,Ambigol,,Calculated,Northern,Halfa,30.9,21.291667,
723,Ambigol rock,,GPS,Northern,Halfa,30.916667,21.25,
724,Anqash,,GPS,Northern,Halfa,31.3,21.9,
725,Akasha,,Calculated,Northern,Halfa,30.538889,21.055556,
726,Akasha,,GPS,Northern,Halfa,30.716667,21.066667,
727,Hammam akasha,,GPS,Northern,Halfa,30.683333,21.116667,
728,Akasha east,,GPS,Northern,Halfa,30.733333,21.1,
729,Akasha west,,GPS,Northern,Halfa,30.65,21.1,
730,Dabarosa east,,GPS,Northern,Halfa,31.383333,21.916667,
731,Dabarosa west,,GPS,Northern,Halfa,31.316667,21.95,
732,Dal,,GPS,Northern,Halfa,30.55,21.033333,
733,Dal catara,,GPS,Northern,Halfa,30.55,21.016667,
734,Dal cataract,,GPS,Northern,Halfa,30.583333,21.016667,
735,Duweishat east,,GPS,Northern,Halfa,30.95,21.35,
736,Duweishat west,,GPS,Northern,Halfa,30.95,21.366667,
737,Gemai,,GPS,Northern,Halfa,31.2,21.733333,
738,Gemai west,,Calculated,Northern,Halfa,31.166667,21.741667,
739,Kanarti island,,GPS,Northern,Halfa,30.566667,21.016667,
740,Halfa degheim east,,GPS,Northern,Halfa,31.283333,21.866667,
741,El mahattah raqm arbaah,,GPS,Northern,Halfa,32.2,21.283333,
742,El mahattah raqm ithnayn,,GPS,Northern,Halfa,31.716667,21.6,
743,El mahattah raqm thalathah,,GPS,Northern,Halfa,31.966667,21.5,
744,Sharkoz hill,,GPS,Northern,Halfa,32.116667,21.383333,
745,Nasb enat,,GPS,Northern,Halfa,32.166667,21.5,
746,Laqiya arba'in,,GPS,Northern,Halfa,28.033333,20.05,
